datetimeisoformat,O2S_surf,O2D_surf,temp_O2_surf,O2S_deep,O2D_deep,temp_O2_deep,PH,temp_PH,cond25,temp_cond,TU_FTU,TU_TSS,temp_TU
2021-03-31T18:32:30.963228+00:00,93.81,10.425,10.95,75.61,9.155,7.4,8.44,11.01,168.16,10.79,235.445,390.31,10.67
2021-03-31T18:33:30.544275+00:00,93.635,10.406,10.95,75.595,9.154,7.4,8.433,11.01,168.006,10.79,237.33,394.57,10.67
2021-03-31T18:34:31.394600+00:00,93.47,10.388,10.95,75.577,9.15,7.41,8.425,11.01,167.849,10.79,240.227,399,10.68
2021-03-31T18:35:30.589249+00:00,93.311,10.368,10.95,75.576,9.151,7.4,8.417,11.01,167.735,10.78,241.07,399.98,10.68
2021-03-31T18:36:29.766188+00:00,93.144,10.351,10.95,75.57,9.149,7.41,8.409,11.01,167.572,10.78,242.633,402.64,10.67
2021-03-31T18:37:29.187332+00:00,92.962,10.33,10.95,75.57,9.15,7.4,8.4,11.02,0,10.79,243.421,402.71,10.67
2021-03-31T18:38:28.458206+00:00,92.799,10.313,10.95,75.573,9.151,7.4,8.392,11.01,167.354,10.79,242.565,400.88,10.68
2021-03-31T18:39:27.701944+00:00,92.676,10.303,10.93,75.582,9.151,7.41,8.385,11.01,167.382,10.78,243.095,401.92,10.67
2021-03-31T18:40:26.876254+00:00,92.618,10.297,10.93,75.562,9.149,7.4,8.381,11,167.366,10.79,243.66,402.56,10.66
2021-03-31T18:41:26.189380+00:00,92.559,10.286,10.95,75.547,9.148,7.4,8.378,11.02,167.439,10.78,244.247,403.18,10.68
2021-03-31T18:42:25.702030+00:00,92.554,10.286,10.95,75.521,9.144,7.4,8.377,11.02,167.428,10.78,246.82,406.76,10.68
2021-03-31T18:43:26.706833+00:00,92.541,10.283,0,75.518,9.145,7.4,8.375,11.02,167.43,10.78,247.238,407.02,10.68
2021-03-31T18:44:25.987906+00:00,92.528,10.283,10.95,75.52,9.144,7.4,8.374,11.01,167.48,10.78,247.916,408.52,10.68
2021-03-31T18:45:25.448774+00:00,92.509,10.277,10.96,75.507,9.143,7.4,8.373,11.01,167.458,10.79,247.217,407.49,10.69
2021-03-31T18:46:26.499744+00:00,92.472,10.253,11.04,75.498,9.143,7.4,8.373,11.05,167.109,10.88,246.63,406.24,10.74
2021-03-31T18:47:25.684610+00:00,92.494,10.253,11.05,75.486,9.14,7.4,8.372,11.07,167.142,10.89,247.14,406.96,10.77
2021-03-31T18:48:25.207345+00:00,92.467,10.259,11.02,75.459,9.138,7.4,8.372,11.02,167.585,10.78,246.716,406.74,10.72
2021-03-31T18:49:24.545825+00:00,0,10.285,10.92,75.433,9.136,7.39,8.371,10.98,167.657,10.75,246.58,405.87,10.66
2021-03-31T18:50:23.721241+00:00,92.451,10.287,10.89,75.411,9.133,7.39,8.371,10.96,167.743,10.73,246.672,405.2,10.64
2021-03-31T18:51:23.067586+00:00,92.398,10.282,10.89,75.413,9.134,7.39,8.371,10.96,167.668,10.73,246.672,405.2,10.64
2021-03-31T18:52:22.548800+00:00,92.316,10.271,10.9,75.415,9.134,7.39,8.37,10.96,167.488,10.76,246.522,405.3,10.64
2021-03-31T18:53:23.210277+00:00,92.253,10.261,10.91,75.414,9.135,7.39,8.37,10.96,167.401,10.78,245.727,404.78,10.64
2021-03-31T18:54:22.586146+00:00,92.192,10.256,10.9,75.396,9.132,7.39,8.37,10.95,167.55,10.72,243.571,405.13,10.64
2021-03-31T18:55:21.877574+00:00,92.116,10.242,10.93,75.387,9.13,7.39,8.369,10.98,167.334,10.78,241.76,401.74,10.66
2021-03-31T18:56:21.188465+00:00,0,10.184,11.11,75.381,9.13,7.39,8.367,11.05,166.931,10.9,242.234,403.28,10.78
2021-03-31T18:57:20.667790+00:00,91.923,10.151,11.22,75.38,9.131,7.39,8.365,11.16,166.454,11.04,241.874,403.51,10.86
2021-03-31T18:58:21.465892+00:00,91.976,10.156,11.22,75.375,9.13,7.39,8.364,11.19,166.576,11.04,240.563,401.83,10.9
2021-03-31T18:59:20.653254+00:00,92.033,10.139,11.32,75.365,9.129,7.39,8.363,11.22,166.352,11.16,241.391,402.49,10.95
2021-03-31T19:00:19.814744+00:00,92.112,10.149,11.31,75.353,9.127,7.39,8.362,11.17,167.001,11.03,240.902,401.6,10.93
2021-03-31T19:01:19.064328+00:00,92.28,10.201,11.17,75.339,9.125,7.39,8.362,11.1,167.617,10.91,241.16,403.11,10.86
2021-03-31T19:02:18.555654+00:00,92.34,10.143,11.45,75.324,9.124,7.39,8.361,11.2,166.756,11.22,241.019,402.95,11.03
2021-03-31T19:03:19.250852+00:00,92.513,10.225,11.18,75.316,9.122,7.39,8.361,11.07,168.27,10.84,238.948,399.54,10.9
2021-03-31T19:04:18.628711+00:00,92.66,10.303,10.92,75.298,9.121,7.39,8.362,10.99,168.76,10.72,240.6,398.29,10.73
2021-03-31T19:05:17.867265+00:00,92.708,10.332,10.83,75.281,9.12,7.38,8.363,10.93,168.892,10.66,242.207,401.39,10.64
2021-03-31T19:06:17.032045+00:00,92.665,10.33,10.81,75.256,9.116,7.39,8.364,10.92,168.753,10.66,242.951,401.44,10.64
2021-03-31T19:07:16.508529+00:00,92.571,10.32,10.81,75.233,9.113,7.39,8.365,10.91,168.527,10.66,243.79,401.96,10.62
2021-03-31T19:08:17.394908+00:00,0,10.287,10.9,75.223,9.111,7.39,8.366,10.93,167.973,10.78,245.589,404.96,10.65
2021-03-31T19:09:16.684171+00:00,92.234,10.089,11.63,75.228,9.113,7.38,8.363,11.54,164.791,11.66,246.189,406.31,11.18
2021-03-31T19:10:15.866216+00:00,92.189,9.963,12.15,75.221,9.112,7.38,8.36,11.93,164.303,11.91,247.07,407.87,11.57
2021-03-31T19:11:15.130101+00:00,92.349,9.954,12.26,75.202,9.11,7.39,8.36,11.93,164.555,11.96,248.499,410.44,11.72
2021-03-31T19:12:14.701603+00:00,92.434,9.944,12.34,75.18,9.107,7.38,8.358,12.03,164.8,11.98,248.983,410.55,11.82
2021-03-31T19:13:15.355623+00:00,92.742,10.03,12.12,75.165,9.105,7.38,8.361,11.63,167.019,11.49,252.372,415.04,11.61
2021-03-31T19:14:14.789361+00:00,93.103,10.165,11.7,75.166,9.105,7.39,8.365,11.32,168.681,11.15,254.253,418.46,11.29
2021-03-31T19:15:13.953170+00:00,93.458,10.352,11.09,75.153,9.104,7.38,8.369,11.08,170.268,10.78,252.8,415.75,10.92
2021-03-31T19:16:13.447239+00:00,93.574,10.409,10.91,75.154,9.103,7.39,8.371,10.99,170.717,10.68,253.118,417.56,10.77
2021-03-31T19:17:14.132966+00:00,93.666,10.441,10.82,75.158,9.104,7.39,8.372,10.93,170.801,10.66,253.741,418.37,10.66
2021-03-31T19:18:13.606785+00:00,93.695,10.452,10.79,75.15,9.104,7.38,8.373,10.91,170.673,10.66,253.948,418.69,10.64
2021-03-31T19:19:14.453913+00:00,93.455,10.422,10.8,75.145,9.102,7.39,8.374,10.9,170.071,10.66,254.825,420.44,10.62
2021-03-31T19:20:13.623059+00:00,93.17,10.365,10.9,75.155,9.104,7.39,8.376,10.92,169.407,10.69,255.084,421.33,10.64
2021-03-31T19:21:12.873731+00:00,92.923,10.237,11.32,75.163,9.105,7.38,8.379,11.07,167.221,11.17,254.265,419.82,10.89
2021-03-31T19:22:12.120463+00:00,92.674,10.077,11.88,75.166,9.105,7.39,8.379,11.46,165.725,11.51,255.544,422.63,11.3
2021-03-31T19:23:11.742070+00:00,92.758,10.039,12.08,75.161,9.105,7.38,8.379,11.7,164.762,11.84,254.369,421.53,11.55
2021-03-31T19:24:12.583995+00:00,92.926,10.019,12.25,75.159,9.103,7.39,8.376,11.92,164.776,11.92,252.882,418.81,11.73
2021-03-31T19:25:11.777566+00:00,93.237,10.037,12.31,75.184,9.107,7.39,8.372,12.02,165.137,11.98,253.903,420.77,11.82
2021-03-31T19:26:10.938979+00:00,93.57,10.087,12.26,75.182,9.108,7.38,8.371,11.86,166.134,11.87,252.862,418.17,11.81
2021-03-31T19:27:10.413935+00:00,93.87,10.151,12.12,75.158,9.103,7.39,8.372,11.63,167.695,11.61,250.942,414.79,11.69
2021-03-31T19:28:11.149498+00:00,94.141,10.252,11.82,75.172,9.106,7.39,8.376,11.37,169.918,11.14,250.437,413.4,11.41
2021-03-31T19:29:10.620336+00:00,94.489,10.444,11.18,75.172,9.104,7.39,8.379,11.11,171.478,10.79,249.704,411.88,11.02
2021-03-31T19:30:11.305509+00:00,94.568,10.517,10.92,75.183,9.107,7.39,8.38,10.99,171.931,10.66,250.339,412.15,10.77
2021-03-31T19:31:10.556141+00:00,94.335,10.517,10.81,75.187,9.108,7.39,8.38,10.93,171.551,10.66,251.195,413.33,10.65
2021-03-31T19:32:09.727788+00:00,93.981,10.485,10.78,75.191,9.107,7.39,8.381,10.89,171.035,10.65,250.089,411.56,10.63
2021-03-31T19:33:08.885987+00:00,93.605,10.441,10.79,75.218,9.111,7.39,8.382,10.89,170.342,10.66,250.15,412.06,10.61
2021-03-31T19:34:08.507238+00:00,93.209,10.36,10.94,75.217,9.111,7.39,8.382,10.9,169.776,10.65,251.784,414.82,10.64
2021-03-31T19:35:09.331717+00:00,92.987,10.366,0,75.208,9.109,7.39,8.384,10.88,169.115,10.66,252.417,415.85,10.59
2021-03-31T19:36:08.749831+00:00,92.728,10.344,10.79,75.219,9.112,7.39,8.385,10.86,168.47,10.65,252.809,416.45,10.56
2021-03-31T19:37:08.006309+00:00,92.519,10.323,10.78,75.238,9.113,7.39,8.384,10.84,168.052,10.61,254.089,419.05,10.52
2021-03-31T19:38:07.578679+00:00,92.386,10.313,10.76,75.229,9.113,7.39,8.381,10.82,167.78,10.59,254.089,419.05,10.52
2021-03-31T19:39:08.428082+00:00,92.329,10.31,10.74,75.2,9.11,7.38,8.378,10.81,167.58,10.58,254.895,420.78,10.51
2021-03-31T19:40:07.599180+00:00,92.308,10.299,10.78,75.176,9.106,7.39,8.376,10.82,167.473,10.6,255.916,422.91,10.51
2021-03-31T19:41:06.772096+00:00,92.218,10.167,11.29,75.17,9.106,7.38,8.373,10.88,166.862,10.79,255.536,422.57,10.73
2021-03-31T19:42:05.967638+00:00,92.422,10.211,11.2,75.147,9.104,7.38,8.372,10.89,167.241,10.73,256.161,423.48,10.72
2021-03-31T19:43:05.429468+00:00,92.53,10.164,11.45,75.111,9.098,7.39,8.371,10.99,166.256,11.04,255.511,422.54,10.9
2021-03-31T19:44:06.285782+00:00,92.708,10.156,11.56,75.094,9.097,7.38,8.371,11.11,166.057,11.16,255.396,422.3,11.03
2021-03-31T19:45:05.607582+00:00,92.917,10.169,11.6,75.07,9.093,7.39,8.373,11.09,166.846,11.04,254.234,420.42,11.06
2021-03-31T19:46:04.789273+00:00,93.207,10.221,11.52,75.049,9.091,7.39,8.375,11.11,167.544,10.95,253.96,420.31,11.05
2021-03-31T19:47:04.167918+00:00,0,10.199,0,75.036,9.09,7.38,8.377,11.07,168.012,10.91,254.362,421.53,11.06
2021-03-31T19:48:03.643026+00:00,93.847,10.362,11.22,75.014,9.086,7.39,8.379,10.99,168.556,10.88,254.054,420.81,10.89
2021-03-31T19:49:04.304544+00:00,93.789,10.142,12.12,75.015,9.087,7.38,8.373,11.78,165.178,11.9,252.531,417.93,11.55
2021-03-31T19:50:03.474124+00:00,94.038,10.137,12.25,75.004,9.086,7.38,8.37,11.96,165.777,11.91,250.63,415.32,11.73
2021-03-31T19:51:02.822177+00:00,94.171,10.175,12.15,74.989,0,7.39,8.372,11.48,167.836,11.48,250.678,415.33,11.68
2021-03-31T19:52:01.991882+00:00,94.486,10.427,11.25,75.004,9.086,7.38,8.374,11.15,170.573,10.82,249.357,413.48,11.05
2021-03-31T19:53:01.465226+00:00,94.187,10.343,11.46,74.994,9.083,7.39,8.374,11.06,170.645,10.79,250.173,415.12,10.98
2021-03-31T19:54:02.162143+00:00,94.166,10.438,11.06,75.008,9.086,7.39,8.372,10.97,170.638,10.72,250.183,415.34,10.79
2021-03-31T19:55:01.441561+00:00,93.765,10.204,11.85,75.021,9.087,7.39,8.37,11.13,168.226,11.37,250.22,416.05,11.18
2021-03-31T19:56:00.632286+00:00,93.704,10.138,12.1,75.028,9.087,7.39,8.365,11.49,166.875,11.79,249.196,413.56,11.49
2021-03-31T19:56:59.805097+00:00,93.638,10.084,12.3,75.038,9.089,7.39,8.357,11.99,166.372,12.03,248.605,411.59,11.78
2021-03-31T19:57:58.973505+00:00,93.673,10.067,12.39,75.045,9.09,7.39,8.35,12.14,166.414,12.09,248.35,410.91,11.89
2021-03-31T19:58:58.445341+00:00,93.501,10.043,12.41,75.06,9.091,7.39,8.347,12.2,166.479,12.1,249.258,413.02,11.96
2021-03-31T19:59:59.137278+00:00,93.352,10.027,12.41,75.074,9.093,7.39,8.344,12.22,166.546,12.1,249.799,413.1,11.98
2021-03-31T20:00:58.604001+00:00,93.262,10.018,12.41,75.092,9.094,7.39,8.338,12.24,166.699,12.1,246.169,407.49,12
2021-03-31T20:01:59.271855+00:00,93.402,10.023,12.45,75.111,9.097,7.39,8.331,12.26,167.149,12.12,245.16,405.41,12.04
2021-03-31T20:02:58.539315+00:00,93.432,10.023,12.46,75.148,9.102,7.39,8.325,12.27,167.643,12.13,244.988,405.36,12.06
2021-03-31T20:03:57.726399+00:00,93.485,10.027,12.48,75.16,9.101,7.4,8.319,12.27,168.156,12.15,244.43,403.44,12.07
2021-03-31T20:04:57.043476+00:00,93.308,10.003,12.49,75.187,9.105,7.4,8.312,12.3,168.366,12.16,244.826,401.53,12.07
2021-03-31T20:05:56.457183+00:00,93.11,9.98,12.5,75.204,9.108,7.39,8.305,12.32,168.431,12.16,245.643,402.84,12.08
2021-03-31T20:06:57.105450+00:00,92.946,9.962,12.5,75.222,9.109,7.4,8.301,12.32,168.499,12.16,246.305,404.37,12.08
2021-03-31T20:07:56.571658+00:00,92.789,9.948,12.49,75.253,9.114,7.39,8.299,12.3,168.551,12.15,244.571,401.59,12.07
2021-03-31T20:08:57.251737+00:00,92.702,9.956,12.42,75.278,9.115,7.4,8.297,12.26,168.921,12.05,243.081,398.77,12.06
2021-03-31T20:09:56.496399+00:00,92.629,9.957,12.38,75.303,9.119,7.4,8.295,12.22,168.979,12.03,243.817,399.82,11.98
2021-03-31T20:10:55.670317+00:00,92.609,9.958,12.36,75.314,9.121,7.4,8.295,12.21,168.949,12.03,246.642,403.64,11.95
2021-03-31T20:11:54.862172+00:00,92.6,9.956,12.37,75.327,9.121,7.4,8.294,12.22,168.874,12.03,247.096,404.39,11.96
2021-03-31T20:12:54.021774+00:00,92.624,9.95,12.41,75.343,9.124,7.4,8.293,12.22,168.684,12.07,247.311,404.61,11.97
2021-03-31T20:13:53.558860+00:00,92.644,9.93,12.5,75.345,9.125,7.4,8.293,12.21,168.456,12.13,247.772,406.01,11.99
2021-03-31T20:14:54.448517+00:00,92.693,9.901,12.65,75.341,9.123,7.4,8.293,12.36,167.988,0,247.695,407.51,12.14
2021-03-31T20:15:53.616197+00:00,92.847,9.908,12.7,75.355,9.125,7.4,8.294,12.38,168.161,12.28,248.443,408.91,12.18
2021-03-31T20:16:52.788147+00:00,93.063,9.983,12.47,75.358,9.123,7.41,8.296,12.24,169.066,12.04,248.863,409.78,12.07
2021-03-31T20:17:52.146904+00:00,93.192,10.017,12.38,75.389,9.128,7.41,8.297,12.2,0,12.03,250.888,0,11.96
2021-03-31T20:18:51.590087+00:00,93.284,10.004,12.48,75.421,9.132,7.4,8.298,12.2,168.937,12.07,252.977,416.81,11.96
2021-03-31T20:19:52.318005+00:00,93.414,9.981,12.64,75.432,9.132,7.41,8.298,12.32,168.377,12.26,253.755,418.13,12.08
2021-03-31T20:20:51.464731+00:00,93.618,10.007,12.62,75.46,9.136,7.41,8.299,12.34,168.514,12.27,254.222,419.13,12.12
2021-03-31T20:21:50.628321+00:00,93.812,10.018,12.67,75.489,9.139,7.41,8.299,12.4,168.705,12.28,254.61,419.74,12.18
2021-03-31T20:22:49.784804+00:00,94.006,10.034,12.69,75.505,9.14,7.41,8.3,12.45,168.762,12.33,255.192,420.59,12.21
2021-03-31T20:23:48.947028+00:00,94.175,10.051,12.69,75.551,9.146,7.41,8.302,12.47,168.977,12.33,254.978,420.15,12.23
2021-03-31T20:24:48.657291+00:00,94.285,10.065,12.68,75.588,9.149,7.41,8.303,12.48,169.083,12.33,254.662,419.67,12.24
2021-03-31T20:25:49.341997+00:00,94.348,10.069,12.69,75.617,9.154,7.41,8.305,12.49,169.122,12.34,254.017,418.69,12.26
2021-03-31T20:26:48.493461+00:00,94.492,10.086,12.69,75.648,9.158,7.41,8.308,12.5,169.324,12.34,252.706,416.23,12.26
2021-03-31T20:27:47.743786+00:00,94.668,10.106,12.68,75.662,9.158,7.42,8.311,12.49,169.62,12.34,252.779,416.46,12.26
2021-03-31T20:28:47.071478+00:00,94.801,10.12,12.68,75.661,9.158,7.41,8.314,12.49,169.895,12.33,251.978,414.86,12.26
2021-03-31T20:29:46.541476+00:00,94.868,10.13,12.67,75.696,9.161,7.42,8.317,12.48,170.045,12.31,250.975,413,12.24
2021-03-31T20:30:47.217429+00:00,94.908,10.135,12.67,75.711,9.164,7.42,8.321,12.47,170.227,12.28,251.335,413.63,12.23
2021-03-31T20:31:46.448369+00:00,94.928,10.143,12.64,75.729,9.167,7.41,8.323,12.41,170.238,12.27,251.498,414.04,12.21
2021-03-31T20:32:45.709124+00:00,94.902,10.143,12.63,75.748,9.168,7.42,8.325,12.38,170.191,12.27,249.757,410.76,12.18
2021-03-31T20:33:44.891775+00:00,94.853,10.136,12.64,75.76,9.17,7.42,8.325,12.4,170.088,12.28,249.65,410.29,12.19
2021-03-31T20:34:44.678024+00:00,94.801,10.135,12.62,75.766,9.171,7.41,8.326,12.38,170.13,12.25,250.198,411.01,12.16
2021-03-31T20:35:45.434703+00:00,94.732,10.125,12.63,75.784,9.172,7.42,8.326,12.41,169.962,12.28,250.66,411.98,12.18
2021-03-31T20:36:44.587483+00:00,94.679,10.116,12.64,75.804,9.174,7.42,8.325,12.44,169.975,12.28,251.136,412.72,12.21
2021-03-31T20:37:43.832773+00:00,94.618,10.111,12.64,75.804,9.174,7.42,8.325,12.44,169.966,12.28,251.189,412.86,12.21
2021-03-31T20:38:42.944183+00:00,94.549,10.103,12.64,75.824,9.175,7.43,8.325,12.43,169.896,12.28,251.309,413.06,12.2
2021-03-31T20:39:42.417716+00:00,94.494,10.098,12.63,75.849,9.179,7.43,8.325,12.43,169.875,12.29,251.596,413.72,12.2
2021-03-31T20:40:43.186277+00:00,94.441,10.095,12.62,75.884,9.182,7.43,8.325,12.43,169.873,12.28,251.462,413.49,12.2
2021-03-31T20:41:42.615098+00:00,94.414,10.096,12.61,75.917,9.183,7.44,8.326,12.39,170.072,12.23,252.078,414.5,12.15
2021-03-31T20:42:43.360051+00:00,94.418,10.112,12.54,75.966,9.191,7.44,8.326,12.36,170.322,12.17,253.052,416.05,12.13
2021-03-31T20:43:42.543600+00:00,94.391,10.113,12.52,76.008,9.196,7.43,8.325,12.32,170.307,12.16,253.023,416.4,12.09
2021-03-31T20:44:41.890618+00:00,94.354,10.112,12.51,76.04,9.198,7.44,8.323,12.3,170.279,12.16,252.745,415.96,12.08
2021-03-31T20:45:41.539022+00:00,94.26,10.091,12.55,76.09,9.206,7.44,8.321,12.33,170.182,12.17,251.802,413.97,12.1
2021-03-31T20:46:42.260265+00:00,94.147,10.098,12.47,76.127,9.209,7.44,8.319,12.14,171.037,11.87,252.059,414.5,11.99
2021-03-31T20:47:41.434312+00:00,94.169,10.314,11.57,76.175,9.217,7.43,8.321,11.44,174.371,10.91,251.949,414.48,11.37
2021-03-31T20:48:40.689754+00:00,93.991,10.454,10.91,76.188,9.218,7.43,8.323,11.09,174.537,10.66,250.862,412.68,10.9
2021-03-31T20:49:39.947410+00:00,93.582,10.466,10.68,76.202,9.218,7.44,8.324,10.89,174.034,10.53,251.451,413.69,10.64
2021-03-31T20:50:39.302530+00:00,0,10.435,10.6,76.216,9.221,7.44,8.326,10.78,173.512,10.4,251.788,414.8,10.51
2021-03-31T20:51:38.681388+00:00,92.622,10.388,10.56,76.224,0,7.43,8.328,10.74,172.428,10.42,251.478,414.34,10.42
2021-03-31T20:52:37.947713+00:00,92.117,10.319,10.61,76.211,9.219,7.44,8.332,10.74,171.021,10.51,251.247,413.8,10.39
2021-03-31T20:53:37.130995+00:00,91.631,10.262,10.62,76.218,9.22,7.44,8.336,10.73,169.994,10.53,251.762,414.57,10.39
2021-03-31T20:54:36.537796+00:00,91.186,10.211,10.62,76.23,9.221,7.44,8.341,10.73,169.013,10.53,251.151,413.75,10.39
2021-03-31T20:55:35.736097+00:00,90.731,10.155,10.64,76.242,9.222,7.44,8.347,10.76,168.076,10.53,251.482,414.4,10.4
2021-03-31T20:56:34.995726+00:00,90.361,10.109,10.67,76.241,9.222,7.44,8.352,10.76,167.367,10.53,252.38,416.34,10.41
2021-03-31T20:57:34.574093+00:00,90.281,10.081,10.74,76.252,9.224,7.44,8.355,10.81,0,10.61,252.642,417.07,10.5
2021-03-31T20:58:35.372581+00:00,90.291,10.073,10.78,76.286,9.229,7.44,8.357,10.87,166.398,10.66,252.642,417.07,10.5
2021-03-31T20:59:34.672295+00:00,90.288,10.073,10.78,76.316,9.233,7.44,8.358,10.84,166.664,10.61,253.816,419.56,10.52
2021-03-31T21:00:33.935029+00:00,90.265,10.078,10.75,76.323,9.234,7.44,8.357,10.83,166.798,10.6,253.499,418.97,10.51
2021-03-31T21:01:33.376647+00:00,90.21,10.073,10.75,76.348,9.239,7.43,8.356,10.82,166.901,10.59,253.548,419.02,10.51
2021-03-31T21:02:32.548906+00:00,90.161,10.076,10.71,76.353,9.239,7.43,8.356,10.82,166.948,10.59,253.741,419.71,10.5
2021-03-31T21:03:31.747525+00:00,90.093,10.061,10.74,76.352,9.24,7.42,8.357,10.82,167.013,10.61,253.86,420.13,10.51
2021-03-31T21:04:31.048506+00:00,90.015,10.049,10.75,76.334,9.239,7.42,8.358,10.83,167.152,10.61,254.392,421.35,10.51
2021-03-31T21:05:30.472476+00:00,89.957,10.036,10.78,76.304,9.235,7.42,8.359,10.84,167.105,10.65,255.633,423.98,10.51
2021-03-31T21:06:31.218421+00:00,89.913,10.027,10.8,76.287,9.233,7.42,8.36,10.84,167.148,10.66,255.863,424.56,10.52
2021-03-31T21:07:30.666173+00:00,89.861,10.025,10.78,76.254,9.23,7.42,8.361,10.82,167.429,10.59,254.229,421.93,10.51
2021-03-31T21:08:31.492924+00:00,0,10.04,10.7,76.254,9.23,7.42,8.363,10.79,167.597,10.53,253.344,420.11,10.49
2021-03-31T21:09:30.692245+00:00,89.782,10.038,10.69,76.214,9.224,7.42,8.365,10.79,167.644,10.54,253.538,420.19,10.48
2021-03-31T21:10:29.862846+00:00,89.73,10.019,10.74,76.182,9.22,7.42,8.368,10.79,167.679,10.53,253.703,419.62,10.49
2021-03-31T21:11:29.050622+00:00,89.751,10.042,10.66,76.146,9.214,7.43,8.372,10.77,167.784,10.51,253.579,419.15,10.43
2021-03-31T21:12:28.530597+00:00,89.746,10.046,10.64,76.122,9.212,7.42,8.375,10.75,167.813,10.51,254.049,420.14,10.4
2021-03-31T21:13:29.227375+00:00,89.721,10.046,10.63,76.108,9.211,7.42,8.377,10.73,167.64,10.52,254.444,421.31,10.39
2021-03-31T21:14:28.570305+00:00,89.728,10.045,10.64,76.092,9.206,7.44,8.379,10.74,167.613,10.52,254.242,421.09,10.39
2021-03-31T21:15:27.725447+00:00,89.686,10.021,10.72,76.108,9.206,7.44,8.381,10.79,167.315,10.59,253.718,420.19,10.45
2021-03-31T21:16:26.969765+00:00,89.674,10.004,10.78,76.129,9.207,7.45,8.382,10.82,167.027,10.67,254.135,420.97,10.51
2021-03-31T21:17:26.431599+00:00,89.669,9.949,11.02,76.162,9.21,7.45,8.382,10.93,166.343,10.89,255.56,423.38,10.65
2021-03-31T21:18:27.071126+00:00,89.664,9.844,11.47,76.214,9.217,7.45,8.381,11.12,165.384,11.23,256.677,425.27,10.95
2021-03-31T21:19:26.524162+00:00,89.832,9.835,11.58,76.271,9.223,7.46,8.38,11.14,165.791,11.2,256.557,425.2,11.03
2021-03-31T21:20:27.191599+00:00,90.073,9.892,11.45,76.325,9.23,7.45,8.377,11.25,166.197,11.16,256.313,425.92,11.04
2021-03-31T21:21:26.663915+00:00,90.242,9.919,11.42,76.392,9.237,7.46,8.375,11.23,166.908,11.04,256.893,427.14,11.03
2021-03-31T21:22:27.344587+00:00,90.441,10.028,11.04,76.463,9.243,7.47,8.373,10.96,168.557,10.64,256.331,425.87,10.73
2021-03-31T21:23:26.588826+00:00,90.541,10.117,10.71,76.528,9.251,7.47,8.371,10.76,169.552,10.41,256.581,425.97,10.51
2021-03-31T21:24:25.926749+00:00,90.489,10.12,10.68,76.578,9.254,7.48,8.37,10.75,168.968,10.57,256.263,425.2,10.5
2021-03-31T21:25:25.567610+00:00,0,10.04,10.96,76.641,9.261,7.48,8.368,10.88,168.172,10.81,256.654,425.51,10.64
2021-03-31T21:26:26.212439+00:00,90.262,9.976,11.18,76.691,9.27,7.47,8.367,11.01,167.448,11.04,256.202,424.51,10.79
2021-03-31T21:27:25.378415+00:00,90.172,9.925,11.36,76.729,9.274,7.47,8.364,11.25,166.749,11.27,256.274,424.58,10.99
2021-03-31T21:28:24.564266+00:00,89.991,9.851,11.59,76.757,9.278,7.47,8.361,11.42,166.263,11.4,256.156,424.39,11.17
2021-03-31T21:29:23.829768+00:00,89.907,9.843,11.59,76.766,9.28,7.47,8.36,11.35,166.909,11.25,257.047,425.7,11.16
2021-03-31T21:30:22.958468+00:00,89.883,9.875,11.44,76.791,9.282,7.47,8.362,11.11,168.166,10.91,256.957,425.4,11
2021-03-31T21:31:22.433323+00:00,89.906,9.965,11.06,76.807,9.284,7.47,8.364,10.93,169.082,10.66,256.54,424.7,10.75
2021-03-31T21:32:23.178500+00:00,89.935,10.01,10.88,76.802,9.282,7.48,8.367,10.85,169.157,10.66,256.631,424.94,10.64
2021-03-31T21:33:22.658633+00:00,90,10.009,10.92,76.815,9.284,7.48,8.368,10.95,168.894,10.79,256.538,424.91,10.66
2021-03-31T21:34:23.485679+00:00,89.977,9.937,11.21,76.833,9.286,7.48,8.369,11.12,167.724,11.16,256.588,425.31,10.86
2021-03-31T21:35:22.740708+00:00,89.96,9.879,11.46,76.827,9.284,7.48,8.369,11.23,167.618,11.25,257.104,426.13,11.03
2021-03-31T21:36:21.896100+00:00,89.987,9.856,11.57,76.832,9.285,7.48,8.369,11.39,167.233,11.39,257.365,426.75,11.16
2021-03-31T21:37:22.869505+00:00,89.991,9.839,11.65,76.832,9.286,7.48,8.369,11.53,167.057,11.44,257.088,426.22,11.28
2021-03-31T21:38:22.021649+00:00,89.976,9.824,11.7,76.829,9.285,7.48,8.37,11.59,167.001,11.48,256.66,425.47,11.31
2021-03-31T21:39:21.486092+00:00,89.999,9.83,11.69,76.848,9.287,7.48,8.373,11.32,167.608,11.36,255.16,422.8,11.25
2021-03-31T21:40:22.148449+00:00,90.117,9.866,11.59,76.834,9.277,7.52,8.374,11.29,167.919,11.35,255.371,423.29,11.22
2021-03-31T21:41:21.627985+00:00,90.282,9.89,11.56,76.832,9.276,7.52,8.376,11.11,168.766,11.22,255.186,422.65,11.18
2021-03-31T21:42:22.302413+00:00,90.559,10.009,11.18,76.844,9.278,7.52,8.378,10.93,170.548,10.82,255.423,423,10.9
2021-03-31T21:43:21.486870+00:00,90.667,10.071,10.97,76.848,9.278,7.52,8.379,10.89,170.976,10.71,255.594,423.23,10.77
